token,score
afterward,17.698
nebuchadnezzar,17.698
greatly,17.631
facing,17.516
bestowed,17.512
issue,17.512
march,17.512
pillars,17.473
matter,17.466
come,17.460
rose,17.342
saints,17.342
child,17.295
befalls,17.256
bountiful,17.256
exercised,17.256
express,17.256
headlong,17.256
impose,17.256
neglected,17.256
relieve,17.256
trying,17.256
absalom,17.249
assuredly,17.249
finished,17.249
beginning,17.111
burn,17.106
afflicted,17.049
ammon,17.024
captains,17.024
ram,17.024
absence,17.022
arguing,17.022
balance,17.022
commemorate,17.022
compete,17.022
crime,17.022
deities,17.022
exactly,17.022
granting,17.022
illiterate,17.022
nearer,17.022
planned,17.022
positions,17.022
respond,17.022
senses,17.022
thinking,17.022
beast,16.972
near,16.956
ahab,16.799
remnant,16.799
reproach,16.799
rod,16.799
build,16.783
buried,16.667
oxen,16.575
noble,16.386
account,16.384
gad,16.350
likewise,16.350
shekels,16.350
exposed,16.316
guests,16.316
neglect,16.316
success,16.316
grace,16.291
duty,16.229
various,16.229
warned,16.229
common,16.224
glorious,16.222
denied,16.206
strange,16.206
destroyed,16.134
atonement,16.126
chaldeans,16.126
pharisees,16.126
pit,16.126
faces,16.100
clothes,16.095
walk,16.050
charge,16.000
exalted,15.974
defiled,15.901
barren,15.761
brought,15.590
possession,15.553
inhabitants,15.550
sacrifice,15.550
supposed,15.475
captive,15.452
jehoshaphat,15.452
precious,15.452
saved,15.426
john,15.399
goats,15.338
household,15.338
sweet,15.338
going,15.241
church,15.228
lambs,15.228
livestock,15.228
sinned,15.221
hard,15.210
open,15.186
drop,15.176
helpless,15.176
responsibility,15.176
shape,15.176
treaty,15.176
offspring,15.058
rest,15.055
cattle,15.052
position,15.043
stranger,15.004
walked,15.002
obey,14.974
explain,14.893
tried,14.893
lion,14.883
poured,14.883
direction,14.855
heirs,14.855
plants,14.855
promises,14.855
filled,14.786
captain,14.779
donkey,14.779
forsaken,14.779
shut,14.779
sit,14.745
prayed,14.598
cease,14.555
daniel,14.555
gives,14.545
break,14.405
offer,14.377
afraid,14.371
choose,14.333
amen,14.330
levi,14.330
grieved,14.236
seventy,14.234
abundant,14.198
morning,14.191
east,14.187
rewarded,14.183
slew,14.183
certainty,14.130
forbidden,14.130
gabriel,14.130
nearest,14.130
youths,14.130
simon,14.106
horses,14.102
poor,14.078
foot,14.013
egyptians,13.990
exceedingly,13.990
garment,13.990
test,13.908
abominations,13.882
galilee,13.882
hebron,13.882
rams,13.882
reuben,13.882
selah,13.882
syria,13.882
kingdom,13.870
animals,13.833
prepare,13.792
gather,13.781
stop,13.703
tells,13.703
amorites,13.657
dan,13.657
eaten,13.572
famine,13.572
drink,13.543
asking,13.503
tribe,13.481
sail,13.476
abomination,13.433
forsake,13.433
passover,13.433
rebuke,13.433
absolutely,13.428
affect,13.428
afflicts,13.428
amusement,13.428
appointing,13.428
argued,13.428
aunts,13.428
avoided,13.428
awaits,13.428
bedouins,13.428
befell,13.428
beggars,13.428
beliefs,13.428
beneficial,13.428
benevolent,13.428
bequest,13.428
bestows,13.428
brink,13.428
changing,13.428
clot,13.428
consequence,13.428
contents,13.428
convey,13.428
denial,13.428
descends,13.428
described,13.428
devotedly,13.428
disobeys,13.428
disregards,13.428
disrespect,13.428
dominated,13.428
drowning,13.428
duly,13.428
elias,13.428
embark,13.428
emigrants,13.428
ending,13.428
equivalent,13.428
essence,13.428
eventually,13.428
existing,13.428
experiencing,13.428
fluent,13.428
gradual,13.428
guile,13.428
illegal,13.428
impious,13.428
important,13.428
indulge,13.428
infidels,13.428
insist,13.428
islamic,13.428
jest,13.428
kinsmen,13.428
losers,13.428
lumps,13.428
mandatory,13.428
manners,13.428
maternal,13.428
migrated,13.428
mischief,13.428
mistakes,13.428
modest,13.428
mosques,13.428
moulded,13.428
non,13.428
obligations,13.428
obligatory,13.428
ocean,13.428
omnipresent,13.428
onlookers,13.428
overwhelming,13.428
paltry,13.428
pardons,13.428
paternal,13.428
persistently,13.428
prohibit,13.428
proportionately,13.428
protectors,13.428
qibla,13.428
rabbis,13.428
reflect,13.428
rejecting,13.428
religions,13.428
remarks,13.428
results,13.428
resume,13.428
revives,13.428
salty,13.428
sheer,13.428
slanderous,13.428
stage,13.428
superior,13.428
suppressing,13.428
suspicious,13.428
sustainer,13.428
ta,13.428
testaments,13.428
thirds,13.428
travellers,13.428
triumphant,13.428
trunks,13.428
tur,13.428
tyrant,13.428
variety,13.428
views,13.428
warners,13.428
warns,13.428
worthier,13.428
wrongly,13.428
ya,13.428
moved,13.352
fallen,13.320
ruler,13.320
longer,13.286
destructive,13.257
discord,13.257
huge,13.257
miserable,13.257
misfortune,13.257
oppose,13.257
rank,13.257
reasons,13.257
steadfastness,13.257
veiled,13.257
visible,13.257
court,13.246
dwells,13.209
eleazar,13.209
harlot,13.209
villages,13.209
pure,13.172
established,13.134
counsel,13.131
ready,13.131
road,13.097
times,13.013
camped,12.984
devour,12.984
lives,12.955
falsely,12.919
allowed,12.912
confused,12.912
considering,12.912
ill,12.912
intercession,12.912
submissive,12.912
loved,12.911
bowed,12.874
aside,12.828
affected,12.768
approaching,12.768
attributes,12.768
believer,12.768
conveyed,12.768
determination,12.768
disobeying,12.768
drag,12.768
forbids,12.768
incur,12.768
intense,12.768
intercessor,12.768
lasting,12.768
paying,12.768
proofs,12.768
punishes,12.768
rejection,12.768
starts,12.768
successful,12.768
tired,12.768
free,12.761
cursed,12.760
endures,12.760
jericho,12.760
waste,12.760
zedekiah,12.760
known,12.659
continually,12.651
wept,12.651
wickedness,12.543
anymore,12.536
arm,12.536
bethel,12.536
length,12.536
consume,12.534
sake,12.469
passed,12.448
tongue,12.448
carried,12.411
keeping,12.409
marriage,12.409
cloud,12.394
dawn,12.365
mothers,12.365
oaths,12.365
prove,12.365
abimelech,12.311
apostles,12.311
fury,12.311
lands,12.252
sabbath,12.239
plan,12.230
pride,12.188
agreement,12.152
balaam,12.087
crown,12.087
flour,12.087
lebanon,12.087
region,12.087
worshiped,12.087
opened,12.066
little,11.983
swift,11.971
curse,11.964
fourth,11.964
produce,11.918
stand,11.883
afar,11.863
width,11.863
double,11.854
certain,11.797
utterly,11.748
coming,11.689
climb,11.673
disputed,11.673
forefathers,11.673
hollow,11.673
inherited,11.673
marked,11.673
moving,11.673
relief,11.673
submission,11.673
witnessed,11.673
suffered,11.649
chariot,11.639
plague,11.639
plunder,11.639
rule,11.639
widow,11.639
clothed,11.594
drew,11.594
walls,11.538
mind,11.533
clay,11.497
meeting,11.440
hill,11.415
officers,11.415
vineyard,11.415
violence,11.415
seed,11.408
did,11.403
abundance,11.374
rock,11.318
throw,11.218
abner,11.190
cherubim,11.190
edge,11.190
escaped,11.190
horns,11.190
jehu,11.190
kingdoms,11.190
syrians,11.190
tomb,11.190
wonders,11.190
ate,11.115
generation,11.103
yield,11.091
produced,11.031
spouse,11.031
bear,11.019
bashan,10.966
rested,10.966
shepherd,10.966
teacher,10.966
ark,10.945
new,10.940
healed,10.937
eyes,10.922
join,10.904
riches,10.889
hair,10.871
hills,10.871
tents,10.871
territory,10.871
youth,10.871
half,10.868
sea,10.866
goes,10.853
useless,10.801
example,10.789
mock,10.789
daily,10.742
foolish,10.742
horsemen,10.742
jehoiada,10.742
mordecai,10.742
purple,10.742
shechem,10.742
tyre,10.742
husband,10.711
iron,10.674
kept,10.536
breath,10.518
governor,10.518
pilate,10.518
table,10.500
cross,10.495
bit,10.490
deprived,10.490
gently,10.490
harder,10.490
partner,10.490
reconciliation,10.490
yellow,10.490
branches,10.426
troubled,10.426
houses,10.358
helped,10.354
abram,10.294
canaanites,10.294
damascus,10.294
height,10.294
isaiah,10.294
naphtali,10.294
vine,10.294
witnesses,10.294
clean,10.286
wash,10.282
entrance,10.204
number,10.180
sister,10.173
pieces,10.108
strike,10.086
approach,10.078
asa,10.070
bulls,10.070
fortified,10.070
judea,10.070
laban,10.070
ought,10.070
weary,10.070
zadok,10.070
moon,10.063
inner,9.982
service,9.969
sought,9.908
deep,9.846
doors,9.846
rulers,9.846
articles,9.846
multitudes,9.846
virgin,9.846
yoke,9.846
consumed,9.820
question,9.803
redeemed,9.760
exchange,9.704
fixed,9.704
footsteps,9.704
future,9.704
pearls,9.704
returned,9.640
brook,9.622
josiah,9.622
sackcloth,9.622
trespass,9.622
lies,9.599
hatred,9.584
increases,9.584
pagan,9.584
companion,9.509
grow,9.504
lead,9.502
decision,9.451
divine,9.451
forgot,9.451
puffed,9.451
ranks,9.451
backs,9.448
agony,9.419
awe,9.419
disdain,9.419
heavier,9.419
physical,9.419
provides,9.419
realized,9.419
sincerely,9.419
statement,9.419
torments,9.419
trivial,9.419
upside,9.419
weighing,9.419
fool,9.411
minister,9.411
ran,9.411
aroma,9.397
cedar,9.397
gibeah,9.397
heal,9.397
horn,9.397
multiply,9.397
scarlet,9.397
seat,9.397
song,9.397
wheat,9.397
swore,9.395
beasts,9.359
hide,9.317
commander,9.317
foundation,9.317
honey,9.317
images,9.317
gates,9.313
descendants,9.294
angry,9.245
hate,9.245
slave,9.233
draw,9.194
listen,9.188
loud,9.183
prophesy,9.183
azariah,9.173
bethlehem,9.173
blameless,9.173
goat,9.173
heap,9.173
iniquities,9.173
ox,9.173
sodom,9.173
uncircumcised,9.173
unleavened,9.173
zebulun,9.173
dead,9.157
righteous,9.088
stretched,8.977
wrote,8.977
abandons,8.952
abilities,8.952
abstained,8.952
accumulate,8.952
achieving,8.952
alternate,8.952
anchor,8.952
appreciate,8.952
appreciated,8.952
appreciative,8.952
arrives,8.952
ascribes,8.952
assistance,8.952
association,8.952
attract,8.952
attracts,8.952
bakka,8.952
barred,8.952
bashful,8.952
bedouin,8.952
benefitted,8.952
bequeath,8.952
bequeathed,8.952
biggest,8.952
bliss,8.952
bother,8.952
brightening,8.952
calamitous,8.952
capacity,8.952
capture,8.952
carelessly,8.952
cautious,8.952
ceilings,8.952
chaos,8.952
cherisher,8.952
claimed,8.952
clarify,8.952
columns,8.952
competing,8.952
compose,8.952
comprehensively,8.952
consecutive,8.952
consists,8.952
constantly,8.952
construct,8.952
contest,8.952
continuous,8.952
contracts,8.952
controls,8.952
crash,8.952
criminal,8.952
crumble,8.952
cushions,8.952
decisions,8.952
decisively,8.952
defecated,8.952
delicious,8.952
depends,8.952
depository,8.952
designed,8.952
despairing,8.952
despairs,8.952
destitution,8.952
detailed,8.952
detested,8.952
develop,8.952
deviated,8.952
devotion,8.952
disagreed,8.952
disappointment,8.952
display,8.952
distinguishable,8.952
distressful,8.952
dome,8.952
dominance,8.952
dominate,8.952
domination,8.952
dowries,8.952
duration,8.952
effort,8.952
efforts,8.952
embarked,8.952
enlightenment,8.952
entrust,8.952
erring,8.952
explanations,8.952
explosion,8.952
facilitate,8.952
falsehoods,8.952
financial,8.952
financially,8.952
follower,8.952
forelocks,8.952
frightens,8.952
frowned,8.952
fruitless,8.952
fulfil,8.952
fun,8.952
gale,8.952
games,8.952
gloomy,8.952
goblets,8.952
grievous,8.952
gush,8.952
hardly,8.952
heading,8.952
heedless,8.952
heedlessly,8.952
honesty,8.952
hordes,8.952
hurled,8.952
ideas,8.952
idolators,8.952
idris,8.952
ihram,8.952
illiyin,8.952
immature,8.952
imprison,8.952
imran,8.952
ina,8.952
incumbent,8.952
informing,8.952
injuries,8.952
insignificant,8.952
insisting,8.952
inspire,8.952
intentionally,8.952
inventing,8.952
involvement,8.952
ismael,8.952
jolted,8.952
junction,8.952
kabah,8.952
laggardly,8.952
leadership,8.952
legal,8.952
levelled,8.952
lightening,8.952
lined,8.952
longings,8.952
luqman,8.952
luxuries,8.952
madly,8.952
magical,8.952
maintains,8.952
maintenance,8.952
manhood,8.952
meaningless,8.952
mental,8.952
mercifully,8.952
merits,8.952
mischievous,8.952
mobilize,8.952
molted,8.952
molten,8.952
monks,8.952
multiples,8.952
neglecting,8.952
niche,8.952
nobly,8.952
nocturnal,8.952
obstacle,8.952
obstruct,8.952
orphan,8.952
patronize,8.952
peacefully,8.952
penetrate,8.952
pharaohs,8.952
phases,8.952
playful,8.952
pledging,8.952
preoccupied,8.952
preserving,8.952
prompted,8.952
proposal,8.952
prostrations,8.952
provider,8.952
pus,8.952
qaf,8.952
quranic,8.952
rainfall,8.952
realizing,8.952
reasonably,8.952
reciting,8.952
reduces,8.952
reformer,8.952
regardless,8.952
regretfully,8.952
regulates,8.952
reluctant,8.952
reluctantly,8.952
remark,8.952
repeating,8.952
repentant,8.952
replacing,8.952
representative,8.952
respectable,8.952
revengeful,8.952
revert,8.952
reviewing,8.952
sabaeans,8.952
samiri,8.952
sandstorm,8.952
selves,8.952
seminal,8.952
settles,8.952
shapeless,8.952
sijin,8.952
smiled,8.952
sneaking,8.952
specially,8.952
spends,8.952
statues,8.952
stealthily,8.952
strays,8.952
strives,8.952
submissively,8.952
substitute,8.952
